,Year,Departamento,celda,Electores,Poblacion,PIM,Devengado,PIMCC,DevengadoCC,PIMFONDES,DevengadoFONDES
566,2020,JUNIN,Gobierno Regional,839976,1400043,314731447,240018159,0,0,0,0
567,2020,JUNIN,Gobierno Local,839976,1400043,734601808,401458841,704477,641812,10311579,6056056
568,2020,LA LIBERTAD,Tres niveles de gobierno,1307923,1990361,2815314558,1429960257,1025882,806085,1274748066,559845019
569,2020,LA LIBERTAD,Gobierno Nacional,1307923,1990361,745779901,435029611,0,0,347238929,125772743
570,2020,LA LIBERTAD,Gobierno Regional,1307923,1990361,291642717,166033208,0,0,77616966,36917956
571,2020,LA LIBERTAD,Gobierno Local,1307923,1990361,1777891940,828897439,1025882,806085,849892171,397154320
572,2020,LAMBAYEQUE,Tres niveles de gobierno,841252,1311219,1542199490,898180497,0,0,835399375,450805477
573,2020,LAMBAYEQUE,Gobierno Nacional,841252,1311219,611610911,399196379,0,0,463098774,299043012
574,2020,LAMBAYEQUE,Gobierno Regional,841252,1311219,330847863,262967418,0,0,55148659,27248018
575,2020,LAMBAYEQUE,Gobierno Local,841252,1311219,599740716,236016699,0,0,317151942,124514448
576,2020,LIMA,Tres niveles de gobierno,7455078,10624449,8150183453,6044761056,572640,296616,610713543,330625126
577,2020,LIMA,Gobierno Nacional,7455078,10624449,5677471151,4673331861,24500,23127,339499339,155602667
578,2020,LIMA,Gobierno Regional,7455078,10624449,340433067,252650925,0,0,86297201,52993516
579,2020,LIMA,Gobierno Local,7455078,10624449,2132279235,1118778270,548140,273489,184917003,122028943
580,2020,LORETO,Tres niveles de gobierno,579123,1088076,1437705110,964245746,37975798,32076803,23315332,15995377
581,2020,LORETO,Gobierno Nacional,579123,1088076,329221773,279949305,7814847,7814843,1725881,0
582,2020,LORETO,Gobierno Regional,579123,1088076,602666530,370404381,30152126,24261960,354750,300626
583,2020,LORETO,Gobierno Local,579123,1088076,505816807,313892060,8825,0,21234701,15694751
584,2020,MADRE DE DIOS,Tres niveles de gobierno,118956,153674,492989863,427400740,32967,19000,4701,1419
585,2020,MADRE DE DIOS,Gobierno Nacional,118956,153674,260199526,254024983,0,0,4701,1419
586,2020,MADRE DE DIOS,Gobierno Regional,118956,153674,132442593,114992937,0,0,0,0
587,2020,MADRE DE DIOS,Gobierno Local,118956,153674,100347744,58382820,32967,19000,0,0
588,2020,MOQUEGUA,Tres niveles de gobierno,133685,189910,619217422,464596705,46264,39732,28216302,12394196
589,2020,MOQUEGUA,Gobierno Nacional,133685,189910,163317742,155501884,0,0,0,0
590,2020,MOQUEGUA,Gobierno Regional,133685,189910,166746041,149548223,0,0,6385841,5470439
591,2020,MOQUEGUA,Gobierno Local,133685,189910,289153639,159546598,46264,39732,21830461,6923757
592,2020,PASCO,Tres niveles de gobierno,169519,315073,595735044,411388022,95948,82173,14776974,12810812
593,2020,PASCO,Gobierno Nacional,169519,315073,131326052,106634938,0,0,0,0
594,2020,PASCO,Gobierno Regional,169519,315073,204250403,154556994,0,0,12568248,11094385
595,2020,PASCO,Gobierno Local,169519,315073,260158589,150196090,95948,82173,2208726,1716427
596,2020,PIURA,Tres niveles de gobierno,1314938,1917139,4419052034,2319275827,4831924,3776190,2725993351,1235665552
597,2020,PIURA,Gobierno Nacional,1314938,1917139,1362112447,722633885,0,0,895002461,297982454
598,2020,PIURA,Gobierno Regional,1314938,1917139,1246658130,648048327,2934046,2934045,870007214,439069751
599,2020,PIURA,Gobierno Local,1314938,1917139,1810281457,948593615,1897878,842146,960983676,498613346
600,2020,PUNO,Tres niveles de gobierno,776398,1486225,1816605458,1430993232,156000,155605,984473,464386
601,2020,PUNO,Gobierno Nacional,776398,1486225,709338703,644476680,0,0,251320,174800
602,2020,PUNO,Gobierno Regional,776398,1486225,314140003,285072069,0,0,0,0
603,2020,PUNO,Gobierno Local,776398,1486225,793126752,501444482,156000,155605,733153,289586
604,2020,SAN MARTIN,Tres niveles de gobierno,550312,896452,1232899512,849214745,3209748,3203556,41369327,27066676
605,2020,SAN MARTIN,Gobierno Nacional,550312,896452,218805742,200840687,0,0,0,0
606,2020,SAN MARTIN,Gobierno Regional,550312,896452,287958905,257457618,3117636,3111445,7508892,5728524
607,2020,SAN MARTIN,Gobierno Local,550312,896452,726134865,390916440,92112,92111,33860435,21338152
608,2020,TACNA,Tres niveles de gobierno,263372,362641,644157454,485495496,0,0,20527357,216160
609,2020,TACNA,Gobierno Nacional,263372,362641,83979264,57719697,0,0,0,0
610,2020,TACNA,Gobierno Regional,263372,362641,263983483,236159226,0,0,0,0
611,2020,TACNA,Gobierno Local,263372,362641,296194707,191616573,0,0,20527357,216160
612,2020,TUMBES,Tres niveles de gobierno,166252,251878,717321712,335123178,341405,289795,304269428,97754599
613,2020,TUMBES,Gobierno Nacional,166252,251878,323755113,173168280,0,0,193663745,65665038
614,2020,TUMBES,Gobierno Regional,166252,251878,169340373,63463114,311405,289795,58773115,3151416
615,2020,TUMBES,Gobierno Local,166252,251878,224226226,98491784,30000,0,51832568,28938145
616,2020,UCAYALI,Tres niveles de gobierno,358578,524376,709691889,534238294,1732366,1210382,5621322,4536930
617,2020,UCAYALI,Gobierno Nacional,358578,524376,100360692,84006182,0,0,0,0
618,2020,UCAYALI,Gobierno Regional,358578,524376,353175759,293055611,0,0,0,0
619,2020,UCAYALI,Gobierno Local,358578,524376,256155438,157176501,1732366,1210382,5621322,4536930
620,2020,NACIONAL,Tres niveles de gobierno,21274776,32932561,45789652328,28811821645,136025132,113239195,0,0
621,2020,NACIONAL,Gobierno Nacional,21274776,32932561,15543019969,11600232147,16669001,16649155,3131992106,1196988925
622,2020,NACIONAL,Gobierno Regional,21274776,32932561,9121072004,5949484714,79455376,64806588,1601262893,685416578
623,2020,NACIONAL,Gobierno Local,21274776,32932561,21125560355,11262104784,39900755,31783450,3294525925,1600633951
