Departamento,Year,celda,Electores,Poblacion,PIM,Devengado,PIMCC,DevengadoCC,PIMFONDES,DevengadoFONDES
LA LIBERTAD,2019,Gobierno Local,1273336,1956389,1768336036,976634531,88996471,61473831,756890525,441074110
LAMBAYEQUE,2019,Tres niveles de gobierno,823541,1300720,1107768126,658015290,14809119,5794793,350034601,143443427
LAMBAYEQUE,2019,Gobierno Nacional,823541,1300720,318019269,172198520,11735427,3872185,126570047,39882387
LAMBAYEQUE,2019,Gobierno Regional,823541,1300720,363108578,275807749,0,0,42324431,10501563
LAMBAYEQUE,2019,Gobierno Local,823541,1300720,426640279,210009020,3073692,1922607,181140123,93059477
LIMA,2019,Tres niveles de gobierno,7263412,10458367,9300995533,6614895725,35896379,14416929,691777505,315365745
LIMA,2019,Gobierno Nacional,7263412,10458367,6524311888,5114431210,11501956,3387280,370986869,164531451
LIMA,2019,Gobierno Regional,7263412,10458367,589766163,324144238,1809513,425872,191946232,91374898
LIMA,2019,Gobierno Local,7263412,10458367,2186917482,1176320277,22584910,10603777,128844404,59459396
LORETO,2019,Tres niveles de gobierno,567424,1077831,1301875866,883368122,28625014,24615782,8547475,2313229
LORETO,2019,Gobierno Nacional,567424,1077831,320403835,273837053,7294071,7292327,2421697,1795
LORETO,2019,Gobierno Regional,567424,1077831,494565952,329253563,7051789,3879332,0,0
LORETO,2019,Gobierno Local,567424,1077831,486906079,280277505,14279154,13444122,6125778,2311435
MADRE DE DIOS,2019,Tres niveles de gobierno,114120,150181,611768532,475881773,13762044,7201409,45880,34716
MADRE DE DIOS,2019,Gobierno Nacional,114120,150181,294630703,272423306,0,0,45880,34716
MADRE DE DIOS,2019,Gobierno Regional,114120,150181,205180314,164513552,2961636,2934284,0,0
MADRE DE DIOS,2019,Gobierno Local,114120,150181,111957515,38944916,10800408,4267125,0,0
MOQUEGUA,2019,Tres niveles de gobierno,131227,187941,659695108,486104294,420363,216114,18553422,4561944
MOQUEGUA,2019,Gobierno Nacional,131227,187941,193004908,156678301,0,0,0,0
MOQUEGUA,2019,Gobierno Regional,131227,187941,185959665,133403169,10000,9590,9156989,2632270
MOQUEGUA,2019,Gobierno Local,131227,187941,280730535,196022823,410363,206524,9396433,1929674
PASCO,2019,Tres niveles de gobierno,168356,312777,888194789,632707653,12725795,10871028,17705321,2928347
PASCO,2019,Gobierno Nacional,168356,312777,262040704,240907991,0,0,0,0
PASCO,2019,Gobierno Regional,168356,312777,347629207,233572897,8672565,7137970,13096034,527785
PASCO,2019,Gobierno Local,168356,312777,278524878,158226764,4053230,3733058,4609287,2400562
PIURA,2019,Tres niveles de gobierno,1282434,1901896,4078440779,2105827245,135169742,91193935,2144344879,829554781
PIURA,2019,Gobierno Nacional,1282434,1901896,1054138179,694729094,89511756,62148696,393115845,130735279
PIURA,2019,Gobierno Regional,1282434,1901896,1400634229,446761184,1052199,965955,916630372,188227604
PIURA,2019,Gobierno Local,1282434,1901896,1623668371,964336967,44605787,28079285,834598662,510591898
PUNO,2019,Tres niveles de gobierno,773062,1471405,2054563666,1623650317,1719705,1482111,152710,140563
PUNO,2019,Gobierno Nacional,773062,1471405,912698331,849663594,38621,35000,152710,140563
PUNO,2019,Gobierno Regional,773062,1471405,399615555,251127197,628106,615546,0,0
PUNO,2019,Gobierno Local,773062,1471405,742249780,522859526,1052978,831565,0,0
SAN MARTIN,2019,Tres niveles de gobierno,537665,884795,1628962464,1091948748,211610947,59911263,31797553,9697923
SAN MARTIN,2019,Gobierno Nacional,537665,884795,531960998,393120556,717223,717221,0,0
SAN MARTIN,2019,Gobierno Regional,537665,884795,381877967,296939873,4612533,4465348,4896413,1637074
SAN MARTIN,2019,Gobierno Local,537665,884795,715123499,401888320,206281191,54728694,26901140,8060849
TACNA,2019,Tres niveles de gobierno,256285,358314,651703332,434270635,3952847,1461,83373,79223
TACNA,2019,Gobierno Nacional,256285,358314,149345652,105360201,0,0,83373,79223
TACNA,2019,Gobierno Regional,256285,358314,284001191,184310553,0,0,0,0
TACNA,2019,Gobierno Local,256285,358314,218356489,144599881,3952847,1461,0,0
TUMBES,2019,Tres niveles de gobierno,162221,248877,614273111,310244979,15068143,1271298,186932327,53844615
TUMBES,2019,Gobierno Nacional,162221,248877,289974955,178500860,7000938,981544,99478205,21456930
TUMBES,2019,Gobierno Regional,162221,248877,148111094,54997956,0,0,46979760,15306655
TUMBES,2019,Gobierno Local,162221,248877,176187062,76746163,8067205,289754,40474362,17081030
UCAYALI,2019,Tres niveles de gobierno,346909,518190,1019324663,837335000,4456574,2441253,5799967,168515
UCAYALI,2019,Gobierno Nacional,346909,518190,135277210,112400486,0,0,52190,42061
UCAYALI,2019,Gobierno Regional,346909,518190,549292473,496039154,0,0,0,0
UCAYALI,2019,Gobierno Local,346909,518190,334754980,228895361,4456574,2441253,5747777,126454
NACIONAL,2019,Tres niveles de gobierno,20807504,32526084,48846988328,31762310239,1074995829,576734691,6351267090,2581676574
NACIONAL,2019,Gobierno Nacional,20807504,32526084,18002559923,13602479425,168905247,111541304,2012203279,550776991
NACIONAL,2019,Gobierno Regional,20807504,32526084,10636913273,6123481555,124593781,80670967,1510591694,398208581
NACIONAL,2019,Gobierno Local,20807504,32526084,20207515132,12036349259,781496801,384522419,2828472117,1632691003
AMAZONAS,2020,Tres niveles de gobierno,249400,428752,1004026732,761329323,2610841,2597001,1510436,442678
AMAZONAS,2020,Gobierno Nacional,249400,428752,302758163,269528006,2040006,2029377,0,0
AMAZONAS,2020,Gobierno Regional,249400,428752,310947051,283182585,542695,542692,0,0
AMAZONAS,2020,Gobierno Local,249400,428752,390321518,208618732,28140,24931,1510436,442678
ANCASH,2020,Tres niveles de gobierno,746192,1177538,3273240154,1338237510,14352424,3974184,938417996,272370213
ANCASH,2020,Gobierno Nacional,746192,1177538,922365513,355520855,0,0,594147970,136307597
ANCASH,2020,Gobierno Regional,746192,1177538,449683288,201610257,11518683,3287109,40396012,17140010
ANCASH,2020,Gobierno Local,746192,1177538,1901191353,781106398,2833741,687075,303874014,118922606
APURIMAC,2020,Tres niveles de gobierno,258259,469831,1096323562,799796791,19091665,18839179,0,0
APURIMAC,2020,Gobierno Nacional,258259,469831,233064471,198902415,0,0,0,0
APURIMAC,2020,Gobierno Regional,258259,469831,247107743,216285934,14547325,14536720,0,0
APURIMAC,2020,Gobierno Local,258259,469831,616151348,384608442,4544340,4302459,0,0
AREQUIPA,2020,Tres niveles de gobierno,1006836,1378106,2541570529,1347604610,964058,233580,225396568,77195811
AREQUIPA,2020,Gobierno Nacional,1006836,1378106,343175929,210984318,0,0,133649649,38846029
AREQUIPA,2020,Gobierno Regional,1006836,1378106,700300609,412678890,0,0,60681886,28325741
AREQUIPA,2020,Gobierno Local,1006836,1378106,1498093991,723941401,964058,233580,31065033,10024041
AYACUCHO,2020,Tres niveles de gobierno,396790,726455,1800190812,1112889289,7860214,6248257,138522383,84002120
AYACUCHO,2020,Gobierno Nacional,396790,726455,180440388,159150598,0,0,1768862,622306
AYACUCHO,2020,Gobierno Regional,396790,726455,464045691,296856952,1548775,1481569,1317011,0
AYACUCHO,2020,Gobierno Local,396790,726455,1155704733,656881739,6311439,4766687,135436510,83379814
CAJAMARCA,2020,Tres niveles de gobierno,869759,1546741,2546484901,1305774062,2345632,1947474,237308219,118714497
CAJAMARCA,2020,Gobierno Nacional,869759,1546741,558321933,431395646,109003,106502,21422945,11710448
CAJAMARCA,2020,Gobierno Regional,869759,1546741,425556920,132076603,1433128,1357588,660240,0
CAJAMARCA,2020,Gobierno Local,869759,1546741,1562606048,742301813,803501,483383,215225034,107004049
CALLAO,2020,Tres niveles de gobierno,763229,1083142,710638704,532278767,0,0,0,0
CALLAO,2020,Gobierno Nacional,763229,1083142,451977370,396991309,0,0,0,0
CALLAO,2020,Gobierno Regional,763229,1083142,122415999,65464884,0,0,0,0
CALLAO,2020,Gobierno Local,763229,1083142,136245335,69822575,0,0,0,0
CUSCO,2020,Tres niveles de gobierno,848458,1354360,2996366316,2152264416,24395109,23694324,7596081,6897542
CUSCO,2020,Gobierno Nacional,848458,1354360,725415888,504993505,0,0,4701,0
CUSCO,2020,Gobierno Regional,848458,1354360,495721319,362823135,6993889,6938827,2577935,2577935
CUSCO,2020,Gobierno Local,848458,1354360,1775229109,1284447776,17401220,16755498,5013445,4319607
HUANCAVELICA,2020,Tres niveles de gobierno,202193,512952,1011207788,631804884,8393036,8093901,125624551,49333299
HUANCAVELICA,2020,Gobierno Nacional,202193,512952,220959660,161430892,3670941,3670180,21254266,5460315
HUANCAVELICA,2020,Gobierno Regional,202193,512952,256066435,156643658,4184325,4080799,50392920,16170987
HUANCAVELICA,2020,Gobierno Local,202193,512952,534181693,313730335,537770,342922,53977365,27701997
HUANUCO,2020,Tres niveles de gobierno,451744,917192,1259558330,906719599,5206816,5013546,24293109,10312796
HUANUCO,2020,Gobierno Nacional,451744,917192,362879545,329302988,3009704,3005126,0,0
HUANUCO,2020,Gobierno Regional,451744,917192,294876038,234793476,2096620,1984039,8000201,6453605
HUANUCO,2020,Gobierno Local,451744,917192,601802747,342623135,100492,24380,16292908,3859191
ICA,2020,Tres niveles de gobierno,606554,825976,1117825985,543673911,79918,0,432860451,109532712
ICA,2020,Gobierno Nacional,606554,825976,334569831,252419555,0,0,119258563,59800097
ICA,2020,Gobierno Regional,606554,825976,335333597,92640130,74723,0,262575802,32773669
ICA,2020,Gobierno Local,606554,825976,447922557,198614226,5195,0,51026086,16958947
JUNIN,2020,Tres niveles de gobierno,839976,1400043,1239145516,784574688,704477,641812,10311579,6056056
JUNIN,2020,Gobierno Nacional,839976,1400043,189812261,143097688,0,0,0,0
JUNIN,2020,Gobierno Regional,839976,1400043,314731447,240018159,0,0,0,0
JUNIN,2020,Gobierno Local,839976,1400043,734601808,401458841,704477,641812,10311579,6056056
LA LIBERTAD,2020,Tres niveles de gobierno,1307923,1990361,2815314558,1429960257,1025882,806085,1274748066,559845019
LA LIBERTAD,2020,Gobierno Nacional,1307923,1990361,745779901,435029611,0,0,347238929,125772743
LA LIBERTAD,2020,Gobierno Regional,1307923,1990361,291642717,166033208,0,0,77616966,36917956
LA LIBERTAD,2020,Gobierno Local,1307923,1990361,1777891940,828897439,1025882,806085,849892171,397154320
LAMBAYEQUE,2020,Tres niveles de gobierno,841252,1311219,1542199490,898180497,0,0,835399375,450805477
LAMBAYEQUE,2020,Gobierno Nacional,841252,1311219,611610911,399196379,0,0,463098774,299043012
LAMBAYEQUE,2020,Gobierno Regional,841252,1311219,330847863,262967418,0,0,55148659,27248018
LAMBAYEQUE,2020,Gobierno Local,841252,1311219,599740716,236016699,0,0,317151942,124514448
LIMA,2020,Tres niveles de gobierno,7455078,10624449,8150183453,6044761056,572640,296616,610713543,330625126
LIMA,2020,Gobierno Nacional,7455078,10624449,5677471151,4673331861,24500,23127,339499339,155602667
LIMA,2020,Gobierno Regional,7455078,10624449,340433067,252650925,0,0,86297201,52993516
LIMA,2020,Gobierno Local,7455078,10624449,2132279235,1118778270,548140,273489,184917003,122028943
LORETO,2020,Tres niveles de gobierno,579123,1088076,1437705110,964245746,37975798,32076803,23315332,15995377
LORETO,2020,Gobierno Nacional,579123,1088076,329221773,279949305,7814847,7814843,1725881,0
LORETO,2020,Gobierno Regional,579123,1088076,602666530,370404381,30152126,24261960,354750,300626
LORETO,2020,Gobierno Local,579123,1088076,505816807,313892060,8825,0,21234701,15694751
MADRE DE DIOS,2020,Tres niveles de gobierno,118956,153674,492989863,427400740,32967,19000,4701,1419
MADRE DE DIOS,2020,Gobierno Nacional,118956,153674,260199526,254024983,0,0,4701,1419
MADRE DE DIOS,2020,Gobierno Regional,118956,153674,132442593,114992937,0,0,0,0
MADRE DE DIOS,2020,Gobierno Local,118956,153674,100347744,58382820,32967,19000,0,0
MOQUEGUA,2020,Tres niveles de gobierno,133685,189910,619217422,464596705,46264,39732,28216302,12394196
MOQUEGUA,2020,Gobierno Nacional,133685,189910,163317742,155501884,0,0,0,0
MOQUEGUA,2020,Gobierno Regional,133685,189910,166746041,149548223,0,0,6385841,5470439
MOQUEGUA,2020,Gobierno Local,133685,189910,289153639,159546598,46264,39732,21830461,6923757
PASCO,2020,Tres niveles de gobierno,169519,315073,595735044,411388022,95948,82173,14776974,12810812
PASCO,2020,Gobierno Nacional,169519,315073,131326052,106634938,0,0,0,0
PASCO,2020,Gobierno Regional,169519,315073,204250403,154556994,0,0,12568248,11094385
PASCO,2020,Gobierno Local,169519,315073,260158589,150196090,95948,82173,2208726,1716427
PIURA,2020,Tres niveles de gobierno,1314938,1917139,4419052034,2319275827,4831924,3776190,2725993351,1235665552
PIURA,2020,Gobierno Nacional,1314938,1917139,1362112447,722633885,0,0,895002461,297982454
PIURA,2020,Gobierno Regional,1314938,1917139,1246658130,648048327,2934046,2934045,870007214,439069751
PIURA,2020,Gobierno Local,1314938,1917139,1810281457,948593615,1897878,842146,960983676,498613346
PUNO,2020,Tres niveles de gobierno,776398,1486225,1816605458,1430993232,156000,155605,984473,464386
PUNO,2020,Gobierno Nacional,776398,1486225,709338703,644476680,0,0,251320,174800
PUNO,2020,Gobierno Regional,776398,1486225,314140003,285072069,0,0,0,0
PUNO,2020,Gobierno Local,776398,1486225,793126752,501444482,156000,155605,733153,289586
SAN MARTIN,2020,Tres niveles de gobierno,550312,896452,1232899512,849214745,3209748,3203556,41369327,27066676
SAN MARTIN,2020,Gobierno Nacional,550312,896452,218805742,200840687,0,0,0,0
SAN MARTIN,2020,Gobierno Regional,550312,896452,287958905,257457618,3117636,3111445,7508892,5728524
SAN MARTIN,2020,Gobierno Local,550312,896452,726134865,390916440,92112,92111,33860435,21338152
TACNA,2020,Tres niveles de gobierno,263372,362641,644157454,485495496,0,0,20527357,216160
TACNA,2020,Gobierno Nacional,263372,362641,83979264,57719697,0,0,0,0
TACNA,2020,Gobierno Regional,263372,362641,263983483,236159226,0,0,0,0
TACNA,2020,Gobierno Local,263372,362641,296194707,191616573,0,0,20527357,216160
TUMBES,2020,Tres niveles de gobierno,166252,251878,717321712,335123178,341405,289795,304269428,97754599
TUMBES,2020,Gobierno Nacional,166252,251878,323755113,173168280,0,0,193663745,65665038
TUMBES,2020,Gobierno Regional,166252,251878,169340373,63463114,311405,289795,58773115,3151416
TUMBES,2020,Gobierno Local,166252,251878,224226226,98491784,30000,0,51832568,28938145
UCAYALI,2020,Tres niveles de gobierno,358578,524376,709691889,534238294,1732366,1210382,5621322,4536930
UCAYALI,2020,Gobierno Nacional,358578,524376,100360692,84006182,0,0,0,0
UCAYALI,2020,Gobierno Regional,358578,524376,353175759,293055611,0,0,0,0
UCAYALI,2020,Gobierno Local,358578,524376,256155438,157176501,1732366,1210382,5621322,4536930
NACIONAL,2020,Tres niveles de gobierno,21274776,32932561,45789652328,28811821645,136025132,113239195,0,0
NACIONAL,2020,Gobierno Nacional,21274776,32932561,15543019969,11600232147,16669001,16649155,3131992106,1196988925
NACIONAL,2020,Gobierno Regional,21274776,32932561,9121072004,5949484714,79455376,64806588,1601262893,685416578
NACIONAL,2020,Gobierno Local,21274776,32932561,21125560355,11262104784,39900755,31783450,3294525925,1600633951
