ANO_EJE,DEPARTAMENTO_META_NOMBRE,TIPO_GOBIERNO_NOMBRE,MARCO_PRESUPUESTAL,DEVENGADO_FONDES,MONTO_PIM,MONTO_DEVENGADO,Electores,Poblacion,PIMCC,DevengadoCC
2020,JUNIN,GOBIERNOS REGIONALES,0,0,2190851585,2078082754,839976,1400043,0,0
2020,JUNIN,TRES NIVELES DE GOBIERNO,10311579,6056057,6174140615,5369589942,839976,1400043,704477,641812
2020,LA LIBERTAD,GOBIERNO NACIONAL,387686625,125772749,3081198881,2693976467,1307923,1990361,0,0
2020,LA LIBERTAD,GOBIERNOS LOCALES,845071884,384662316,2840850490,1647756785,1307923,1990361,1025882,806085
2020,LA LIBERTAD,GOBIERNOS REGIONALES,77290531,36917956,2401158503,2177858724,1307923,1990361,0,0
2020,LA LIBERTAD,TRES NIVELES DE GOBIERNO,1268020243,547353009,8323207874,6519591976,1307923,1990361,1025882,806085
2020,LAMBAYEQUE,GOBIERNO NACIONAL,494651391,299035016,2389359885,2095093342,841252,1311219,0,0
2020,LAMBAYEQUE,GOBIERNOS LOCALES,313099586,119522962,1121723617,608952357,841252,1311219,0,0
2020,LAMBAYEQUE,GOBIERNOS REGIONALES,55148659,24128382,1565633553,1454828556,841252,1311219,0,0
2020,LAMBAYEQUE,TRES NIVELES DE GOBIERNO,831906334,438893129,5076717055,4158874255,841252,1311219,0,0
2020,LIMA,GOBIERNO NACIONAL,339499339,134888197,86125332239,76464085363,7455078,10624449,24500,23127
2020,LIMA,GOBIERNOS LOCALES,184917742,116836274,7790234378,5684582899,7455078,10624449,548140,273489
2020,LIMA,GOBIERNOS REGIONALES,86297201,52951831,1690297340,1535484394,7455078,10624449,0,0
2020,LIMA,TRES NIVELES DE GOBIERNO,610714282,304676298,95605863957,83684152656,7455078,10624449,572640,296616
2020,LORETO,GOBIERNO NACIONAL,1725881,0,2071638628,1912801807,579123,1088076,7814847,7814843
2020,LORETO,GOBIERNOS LOCALES,21234701,15226785,1133294404,834787194,579123,1088076,8825,0
2020,LORETO,GOBIERNOS REGIONALES,354750,300626,2393329024,2103454072,579123,1088076,30152126,24261960
2020,LORETO,TRES NIVELES DE GOBIERNO,23315332,15527412,5598262056,4851043073,579123,1088076,37975798,32076803
2020,MADRE DE DIOS,GOBIERNO NACIONAL,4701,1419,742669736,717448651,118956,153674,0,0
2020,MADRE DE DIOS,GOBIERNOS LOCALES,0,0,218107289,131756599,118956,153674,32967,19000
2020,MADRE DE DIOS,GOBIERNOS REGIONALES,0,0,435480788,402622456,118956,153674,0,0
2020,MADRE DE DIOS,TRES NIVELES DE GOBIERNO,4701,1419,1396257813,1251827706,118956,153674,32967,19000
2020,MOQUEGUA,GOBIERNO NACIONAL,0,0,558594666,535343820,133685,189910,0,0
2020,MOQUEGUA,GOBIERNOS LOCALES,21830461,6912801,604805255,335564627,133685,189910,46264,39732
2020,MOQUEGUA,GOBIERNOS REGIONALES,6385841,5466989,643022561,591905101,133685,189910,0,0
2020,MOQUEGUA,TRES NIVELES DE GOBIERNO,28216302,12379789,1806422482,1462813548,133685,189910,46264,39732
2020,NACIONAL,GOBIERNO NACIONAL,3110720771,1175893636,1.33021E+11,1.18735E+11,21274776,32932561,16669001,16649155
2020,NACIONAL,GOBIERNOS LOCALES,3289875369,1557776325,42744541294,27159072567,21274776,32932561,39900755,31783450
2020,NACIONAL,GOBIERNOS REGIONALES,1606489188,674528932,41537539796,37053843442,21274776,32932561,79455376,64806588
2020,NACIONAL,TRES NIVELES DE GOBIERNO,8007085328,3408198897,2.17303E+11,1.82948E+11,21274776,32932561,136025132,113239195
2020,PASCO,GOBIERNO NACIONAL,0,0,730150712,637343460,169519,315073,0,0
2020,PASCO,GOBIERNOS LOCALES,2208726,1715628,523126731,336754470,169519,315073,95948,82173
2020,PASCO,GOBIERNOS REGIONALES,12568248,11075021,720568993,647442686,169519,315073,0,0
2020,PASCO,TRES NIVELES DE GOBIERNO,14776974,12790648,1973846436,1621540616,169519,315073,95948,82173
2020,PIURA,GOBIERNO NACIONAL,947211251,297981499,3869647558,3157235195,1314938,1917139,0,0
2020,PIURA,GOBIERNOS LOCALES,960993417,494116001,2966165790,1789023266,1314938,1917139,1897878,842146
2020,PIURA,GOBIERNOS REGIONALES,881117082,431544818,3324602998,2683001418,1314938,1917139,2934046,2934045
2020,PIURA,TRES NIVELES DE GOBIERNO,2714242898,1223642309,10160416346,7629259879,1314938,1917139,4831924,3776190
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,GOBIERNO NACIONAL,0,0,3442735190,3259177842,0,0,0,0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,GOBIERNOS LOCALES,0,0,925233415,626559968,0,0,0,0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,GOBIERNOS REGIONALES,0,0,1326542055,1143836040,0,0,0,0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,TRES NIVELES DE GOBIERNO,0,0,5694510660,5029573850,0,0,0,0
2020,PUNO,GOBIERNO NACIONAL,251320,174800,2796430102,2623048432,776398,1486225,0,0
2020,PUNO,GOBIERNOS LOCALES,733153,289586,1736127965,1131694295,776398,1486225,156000,155605
2020,PUNO,GOBIERNOS REGIONALES,0,0,2226737943,2147468326,776398,1486225,0,0
2020,PUNO,TRES NIVELES DE GOBIERNO,984473,464386,6759296010,5902211053,776398,1486225,156000,155605
2020,SAN MARTIN,GOBIERNO NACIONAL,0,0,1472497978,1423035474,550312,896452,0,0
2020,SAN MARTIN,GOBIERNOS LOCALES,33860435,20503682,1290729559,828098461,550312,896452,92112,92111
2020,SAN MARTIN,GOBIERNOS REGIONALES,7508892,5728524,1602297318,1522956818,550312,896452,3117636,3111445
2020,SAN MARTIN,TRES NIVELES DE GOBIERNO,41369327,26232207,4365524855,3774090753,550312,896452,3209748,3203556
2020,TACNA,GOBIERNO NACIONAL,0,0,790164760,731106026,263372,362641,0,0
2020,TACNA,GOBIERNOS LOCALES,20527357,216160,689478411,449552341,263372,362641,0,0
2020,TACNA,GOBIERNOS REGIONALES,0,0,821829446,772137676,263372,362641,0,0
2020,TACNA,TRES NIVELES DE GOBIERNO,20527357,216160,2301472617,1952796043,263372,362641,0,0
2020,TUMBES,GOBIERNO NACIONAL,283655629,65637490,762923050,600352503,166252,251878,0,0
2020,TUMBES,GOBIERNOS LOCALES,65301889,28938149,371919759,218608913,166252,251878,30000,0
2020,TUMBES,GOBIERNOS REGIONALES,66815715,3151417,620346000,498886505,166252,251878,311405,289795
2020,TUMBES,TRES NIVELES DE GOBIERNO,307875195,97727049,1755188809,1317847921,166252,251878,341405,289795
2020,UCAYALI,GOBIERNO NACIONAL,0,0,922451099,867362441,358578,524376,0,0
2020,UCAYALI,GOBIERNOS LOCALES,5621322,1914597,597537087,410852132,358578,524376,1732366,1210382
2020,UCAYALI,GOBIERNOS REGIONALES,0,0,1150436628,1071675906,358578,524376,0,0
2020,UCAYALI,TRES NIVELES DE GOBIERNO,5621322,1914597,2670424814,2349890479,358578,524376,1732366,1210382
